DATE,TICKER,actual_return,expected_return_capm,capm_error,expected_return_mkt,mkt_error
2019-02-01,VZ,-0.009916,0.040975270717604935,-0.050891270717604936,0.043365854147952736,-0.05328185414795274
2019-02-04,VZ,-0.009916,0.040975270717604935,-0.050891270717604936,0.043365854147952736,-0.05328185414795274
2019-02-05,VZ,-0.009916,0.040975270717604935,-0.050891270717604936,0.043365854147952736,-0.05328185414795274
2019-02-06,VZ,-0.009916,0.040975270717604935,-0.050891270717604936,0.043365854147952736,-0.05328185414795274
2019-02-07,VZ,-0.009916,0.040975270717604935,-0.050891270717604936,0.043365854147952736,-0.05328185414795274
2019-02-08,VZ,-0.009916,0.040975270717604935,-0.050891270717604936,0.043365854147952736,-0.05328185414795274
2019-02-11,VZ,-0.009916,0.040975270717604935,-0.050891270717604936,0.043365854147952736,-0.05328185414795274
2019-02-12,VZ,-0.009916,0.040975270717604935,-0.050891270717604936,0.043365854147952736,-0.05328185414795274
2019-02-13,VZ,-0.009916,0.040975270717604935,-0.050891270717604936,0.043365854147952736,-0.05328185414795274
2019-02-14,VZ,-0.009916,0.040975270717604935,-0.050891270717604936,0.043365854147952736,-0.05328185414795274
2019-02-15,VZ,-0.009916,0.040975270717604935,-0.050891270717604936,0.043365854147952736,-0.05328185414795274
2019-02-19,VZ,-0.009916,0.040975270717604935,-0.050891270717604936,0.043365854147952736,-0.05328185414795274
2019-02-20,VZ,-0.009916,0.040975270717604935,-0.050891270717604936,0.043365854147952736,-0.05328185414795274
2019-02-21,VZ,-0.009916,0.040975270717604935,-0.050891270717604936,0.043365854147952736,-0.05328185414795274
2019-02-22,VZ,-0.009916,0.040975270717604935,-0.050891270717604936,0.043365854147952736,-0.05328185414795274
2019-02-25,VZ,-0.009916,0.040975270717604935,-0.050891270717604936,0.043365854147952736,-0.05328185414795274
2019-02-26,VZ,-0.009916,0.040975270717604935,-0.050891270717604936,0.043365854147952736,-0.05328185414795274
2019-02-27,VZ,-0.009916,0.040975270717604935,-0.050891270717604936,0.043365854147952736,-0.05328185414795274
2019-02-28,VZ,0.033781,0.015186476532526604,0.018594523467473395,0.01989343355261623,0.01388756644738377
2019-03-01,VZ,0.033781,0.015186476532526604,0.018594523467473395,0.01989343355261623,0.01388756644738377
2019-03-04,VZ,0.033781,0.015186476532526604,0.018594523467473395,0.01989343355261623,0.01388756644738377
2019-03-05,VZ,0.033781,0.015186476532526604,0.018594523467473395,0.01989343355261623,0.01388756644738377
2019-03-06,VZ,0.033781,0.015186476532526604,0.018594523467473395,0.01989343355261623,0.01388756644738377
2019-03-07,VZ,0.033781,0.015186476532526604,0.018594523467473395,0.01989343355261623,0.01388756644738377
2019-03-08,VZ,0.033781,0.015186476532526604,0.018594523467473395,0.01989343355261623,0.01388756644738377
2019-03-11,VZ,0.033781,0.015186476532526604,0.018594523467473395,0.01989343355261623,0.01388756644738377
2019-03-12,VZ,0.033781,0.015186476532526604,0.018594523467473395,0.01989343355261623,0.01388756644738377
2019-03-13,VZ,0.033781,0.015186476532526604,0.018594523467473395,0.01989343355261623,0.01388756644738377
2019-03-14,VZ,0.033781,0.015186476532526604,0.018594523467473395,0.01989343355261623,0.01388756644738377
2019-03-15,VZ,0.033781,0.015186476532526604,0.018594523467473395,0.01989343355261623,0.01388756644738377
2019-03-18,VZ,0.033781,0.015186476532526604,0.018594523467473395,0.01989343355261623,0.01388756644738377
2019-03-19,VZ,0.033781,0.015186476532526604,0.018594523467473395,0.01989343355261623,0.01388756644738377
2019-03-20,VZ,0.033781,0.015186476532526604,0.018594523467473395,0.01989343355261623,0.01388756644738377
2019-03-21,VZ,0.033781,0.015186476532526604,0.018594523467473395,0.01989343355261623,0.01388756644738377
2019-03-22,VZ,0.033781,0.015186476532526604,0.018594523467473395,0.01989343355261623,0.01388756644738377
2019-03-25,VZ,0.033781,0.015186476532526604,0.018594523467473395,0.01989343355261623,0.01388756644738377
2019-03-26,VZ,0.033781,0.015186476532526604,0.018594523467473395,0.01989343355261623,0.01388756644738377
2019-03-27,VZ,0.033781,0.015186476532526604,0.018594523467473395,0.01989343355261623,0.01388756644738377
2019-03-28,VZ,0.033781,0.015186476532526604,0.018594523467473395,0.01989343355261623,0.01388756644738377
2019-03-29,VZ,0.038826,0.006015374306765977,0.03281062569323402,0.011546088297891735,0.027279911702108264
2019-04-01,VZ,0.038826,0.006015374306765977,0.03281062569323402,0.011546088297891735,0.027279911702108264
2019-04-02,VZ,0.038826,0.006015374306765977,0.03281062569323402,0.011546088297891735,0.027279911702108264
2019-04-03,VZ,0.038826,0.006015374306765977,0.03281062569323402,0.011546088297891735,0.027279911702108264
2019-04-04,VZ,0.038826,0.006015374306765977,0.03281062569323402,0.011546088297891735,0.027279911702108264
2019-04-05,VZ,0.038826,0.006015374306765977,0.03281062569323402,0.011546088297891735,0.027279911702108264
2019-04-08,VZ,0.038826,0.006015374306765977,0.03281062569323402,0.011546088297891735,0.027279911702108264
2019-04-09,VZ,0.038826,0.006015374306765977,0.03281062569323402,0.011546088297891735,0.027279911702108264
2019-04-10,VZ,0.038826,0.006015374306765977,0.03281062569323402,0.011546088297891735,0.027279911702108264
2019-04-11,VZ,0.038826,0.006015374306765977,0.03281062569323402,0.011546088297891735,0.027279911702108264
2019-04-12,VZ,0.038826,0.006015374306765977,0.03281062569323402,0.011546088297891735,0.027279911702108264
2019-04-15,VZ,0.038826,0.006015374306765977,0.03281062569323402,0.011546088297891735,0.027279911702108264
2019-04-16,VZ,0.038826,0.006015374306765977,0.03281062569323402,0.011546088297891735,0.027279911702108264
2019-04-17,VZ,0.038826,0.006015374306765977,0.03281062569323402,0.011546088297891735,0.027279911702108264
2019-04-18,VZ,0.038826,0.006015374306765977,0.03281062569323402,0.011546088297891735,0.027279911702108264
2019-04-22,VZ,0.038826,0.006015374306765977,0.03281062569323402,0.011546088297891735,0.027279911702108264
2019-04-23,VZ,0.038826,0.006015374306765977,0.03281062569323402,0.011546088297891735,0.027279911702108264
2019-04-24,VZ,0.038826,0.006015374306765977,0.03281062569323402,0.011546088297891735,0.027279911702108264
2019-04-25,VZ,0.038826,0.006015374306765977,0.03281062569323402,0.011546088297891735,0.027279911702108264
2019-04-26,VZ,0.038826,0.006015374306765977,0.03281062569323402,0.011546088297891735,0.027279911702108264
2019-04-29,VZ,0.038826,0.006015374306765977,0.03281062569323402,0.011546088297891735,0.027279911702108264
2019-04-30,VZ,-0.02262,0.017585293828597682,-0.04020529382859768,0.02207678683779338,-0.04469678683779338
2019-05-01,VZ,-0.02262,0.017585293828597682,-0.04020529382859768,0.02207678683779338,-0.04469678683779338
2019-05-02,VZ,-0.02262,0.017585293828597682,-0.04020529382859768,0.02207678683779338,-0.04469678683779338
2019-05-03,VZ,-0.02262,0.017585293828597682,-0.04020529382859768,0.02207678683779338,-0.04469678683779338
2019-05-06,VZ,-0.02262,0.017585293828597682,-0.04020529382859768,0.02207678683779338,-0.04469678683779338
2019-05-07,VZ,-0.02262,0.017585293828597682,-0.04020529382859768,0.02207678683779338,-0.04469678683779338
2019-05-08,VZ,-0.02262,0.017585293828597682,-0.04020529382859768,0.02207678683779338,-0.04469678683779338
2019-05-09,VZ,-0.02262,0.017585293828597682,-0.04020529382859768,0.02207678683779338,-0.04469678683779338
2019-05-10,VZ,-0.02262,0.017585293828597682,-0.04020529382859768,0.02207678683779338,-0.04469678683779338
2019-05-13,VZ,-0.02262,0.017585293828597682,-0.04020529382859768,0.02207678683779338,-0.04469678683779338
2019-05-14,VZ,-0.02262,0.017585293828597682,-0.04020529382859768,0.02207678683779338,-0.04469678683779338
2019-05-15,VZ,-0.02262,0.017585293828597682,-0.04020529382859768,0.02207678683779338,-0.04469678683779338
2019-05-16,VZ,-0.02262,0.017585293828597682,-0.04020529382859768,0.02207678683779338,-0.04469678683779338
2019-05-17,VZ,-0.02262,0.017585293828597682,-0.04020529382859768,0.02207678683779338,-0.04469678683779338
2019-05-20,VZ,-0.02262,0.017585293828597682,-0.04020529382859768,0.02207678683779338,-0.04469678683779338
2019-05-21,VZ,-0.02262,0.017585293828597682,-0.04020529382859768,0.02207678683779338,-0.04469678683779338
2019-05-22,VZ,-0.02262,0.017585293828597682,-0.04020529382859768,0.02207678683779338,-0.04469678683779338
2019-05-23,VZ,-0.02262,0.017585293828597682,-0.04020529382859768,0.02207678683779338,-0.04469678683779338
2019-05-24,VZ,-0.02262,0.017585293828597682,-0.04020529382859768,0.02207678683779338,-0.04469678683779338
2019-05-28,VZ,-0.02262,0.017585293828597682,-0.04020529382859768,0.02207678683779338,-0.04469678683779338
2019-05-29,VZ,-0.02262,0.017585293828597682,-0.04020529382859768,0.02207678683779338,-0.04469678683779338
2019-05-30,VZ,-0.02262,0.017585293828597682,-0.04020529382859768,0.02207678683779338,-0.04469678683779338
2019-05-31,VZ,-0.049659,-0.028623844458186904,-0.021035155541813098,-0.019981803472065296,-0.029677196527934706
2019-06-03,VZ,-0.049659,-0.028623844458186904,-0.021035155541813098,-0.019981803472065296,-0.029677196527934706
2019-06-04,VZ,-0.049659,-0.028623844458186904,-0.021035155541813098,-0.019981803472065296,-0.029677196527934706
2019-06-05,VZ,-0.049659,-0.028623844458186904,-0.021035155541813098,-0.019981803472065296,-0.029677196527934706
2019-06-06,VZ,-0.049659,-0.028623844458186904,-0.021035155541813098,-0.019981803472065296,-0.029677196527934706
2019-06-07,VZ,-0.049659,-0.028623844458186904,-0.021035155541813098,-0.019981803472065296,-0.029677196527934706
2019-06-10,VZ,-0.049659,-0.028623844458186904,-0.021035155541813098,-0.019981803472065296,-0.029677196527934706
2019-06-11,VZ,-0.049659,-0.028623844458186904,-0.021035155541813098,-0.019981803472065296,-0.029677196527934706
2019-06-12,VZ,-0.049659,-0.028623844458186904,-0.021035155541813098,-0.019981803472065296,-0.029677196527934706
2019-06-13,VZ,-0.049659,-0.028623844458186904,-0.021035155541813098,-0.019981803472065296,-0.029677196527934706
2019-06-14,VZ,-0.049659,-0.028623844458186904,-0.021035155541813098,-0.019981803472065296,-0.029677196527934706
2019-06-17,VZ,-0.049659,-0.028623844458186904,-0.021035155541813098,-0.019981803472065296,-0.029677196527934706
2019-06-18,VZ,-0.049659,-0.028623844458186904,-0.021035155541813098,-0.019981803472065296,-0.029677196527934706
2019-06-19,VZ,-0.049659,-0.028623844458186904,-0.021035155541813098,-0.019981803472065296,-0.029677196527934706
2019-06-20,VZ,-0.049659,-0.028623844458186904,-0.021035155541813098,-0.019981803472065296,-0.029677196527934706
2019-06-21,VZ,-0.049659,-0.028623844458186904,-0.021035155541813098,-0.019981803472065296,-0.029677196527934706
2019-06-24,VZ,-0.049659,-0.028623844458186904,-0.021035155541813098,-0.019981803472065296,-0.029677196527934706
2019-06-25,VZ,-0.049659,-0.028623844458186904,-0.021035155541813098,-0.019981803472065296,-0.029677196527934706
2019-06-26,VZ,-0.049659,-0.028623844458186904,-0.021035155541813098,-0.019981803472065296,-0.029677196527934706
2019-06-27,VZ,-0.049659,-0.028623844458186904,-0.021035155541813098,-0.019981803472065296,-0.029677196527934706
2019-06-28,VZ,0.05115,0.03122267921500603,0.01992732078499397,0.03448924952655636,0.01666075047344364
2019-07-01,VZ,0.05115,0.03122267921500603,0.01992732078499397,0.03448924952655636,0.01666075047344364
2019-07-02,VZ,0.05115,0.03122267921500603,0.01992732078499397,0.03448924952655636,0.01666075047344364
2019-07-03,VZ,0.05115,0.03122267921500603,0.01992732078499397,0.03448924952655636,0.01666075047344364
2019-07-05,VZ,0.05115,0.03122267921500603,0.01992732078499397,0.03448924952655636,0.01666075047344364
2019-07-08,VZ,0.05115,0.03122267921500603,0.01992732078499397,0.03448924952655636,0.01666075047344364
2019-07-09,VZ,0.05115,0.03122267921500603,0.01992732078499397,0.03448924952655636,0.01666075047344364
2019-07-10,VZ,0.05115,0.03122267921500603,0.01992732078499397,0.03448924952655636,0.01666075047344364
2019-07-11,VZ,0.05115,0.03122267921500603,0.01992732078499397,0.03448924952655636,0.01666075047344364
2019-07-12,VZ,0.05115,0.03122267921500603,0.01992732078499397,0.03448924952655636,0.01666075047344364
2019-07-15,VZ,0.05115,0.03122267921500603,0.01992732078499397,0.03448924952655636,0.01666075047344364
2019-07-16,VZ,0.05115,0.03122267921500603,0.01992732078499397,0.03448924952655636,0.01666075047344364
2019-07-17,VZ,0.05115,0.03122267921500603,0.01992732078499397,0.03448924952655636,0.01666075047344364
2019-07-18,VZ,0.05115,0.03122267921500603,0.01992732078499397,0.03448924952655636,0.01666075047344364
2019-07-19,VZ,0.05115,0.03122267921500603,0.01992732078499397,0.03448924952655636,0.01666075047344364
2019-07-22,VZ,0.05115,0.03122267921500603,0.01992732078499397,0.03448924952655636,0.01666075047344364
2019-07-23,VZ,0.05115,0.03122267921500603,0.01992732078499397,0.03448924952655636,0.01666075047344364
2019-07-24,VZ,0.05115,0.03122267921500603,0.01992732078499397,0.03448924952655636,0.01666075047344364
2019-07-25,VZ,0.05115,0.03122267921500603,0.01992732078499397,0.03448924952655636,0.01666075047344364
2019-07-26,VZ,0.05115,0.03122267921500603,0.01992732078499397,0.03448924952655636,0.01666075047344364
2019-07-29,VZ,0.05115,0.03122267921500603,0.01992732078499397,0.03448924952655636,0.01666075047344364
2019-07-30,VZ,0.05115,0.03122267921500603,0.01992732078499397,0.03448924952655636,0.01666075047344364
2019-07-31,VZ,-0.022011,0.005501176287023907,-0.027512176287023907,0.011078076024729365,-0.033089076024729366
2019-08-01,VZ,-0.022011,0.005501176287023907,-0.027512176287023907,0.011078076024729365,-0.033089076024729366
2019-08-02,VZ,-0.022011,0.005501176287023907,-0.027512176287023907,0.011078076024729365,-0.033089076024729366
2019-08-05,VZ,-0.022011,0.005501176287023907,-0.027512176287023907,0.011078076024729365,-0.033089076024729366
2019-08-06,VZ,-0.022011,0.005501176287023907,-0.027512176287023907,0.011078076024729365,-0.033089076024729366
2019-08-07,VZ,-0.022011,0.005501176287023907,-0.027512176287023907,0.011078076024729365,-0.033089076024729366
2019-08-08,VZ,-0.022011,0.005501176287023907,-0.027512176287023907,0.011078076024729365,-0.033089076024729366
2019-08-09,VZ,-0.022011,0.005501176287023907,-0.027512176287023907,0.011078076024729365,-0.033089076024729366
2019-08-12,VZ,-0.022011,0.005501176287023907,-0.027512176287023907,0.011078076024729365,-0.033089076024729366
2019-08-13,VZ,-0.022011,0.005501176287023907,-0.027512176287023907,0.011078076024729365,-0.033089076024729366
2019-08-14,VZ,-0.022011,0.005501176287023907,-0.027512176287023907,0.011078076024729365,-0.033089076024729366
2019-08-15,VZ,-0.022011,0.005501176287023907,-0.027512176287023907,0.011078076024729365,-0.033089076024729366
2019-08-16,VZ,-0.022011,0.005501176287023907,-0.027512176287023907,0.011078076024729365,-0.033089076024729366
2019-08-19,VZ,-0.022011,0.005501176287023907,-0.027512176287023907,0.011078076024729365,-0.033089076024729366
2019-08-20,VZ,-0.022011,0.005501176287023907,-0.027512176287023907,0.011078076024729365,-0.033089076024729366
2019-08-21,VZ,-0.022011,0.005501176287023907,-0.027512176287023907,0.011078076024729365,-0.033089076024729366
2019-08-22,VZ,-0.022011,0.005501176287023907,-0.027512176287023907,0.011078076024729365,-0.033089076024729366
2019-08-23,VZ,-0.022011,0.005501176287023907,-0.027512176287023907,0.011078076024729365,-0.033089076024729366
2019-08-26,VZ,-0.022011,0.005501176287023907,-0.027512176287023907,0.011078076024729365,-0.033089076024729366
2019-08-27,VZ,-0.022011,0.005501176287023907,-0.027512176287023907,0.011078076024729365,-0.033089076024729366
2019-08-28,VZ,-0.022011,0.005501176287023907,-0.027512176287023907,0.011078076024729365,-0.033089076024729366
2019-08-29,VZ,-0.022011,0.005501176287023907,-0.027512176287023907,0.011078076024729365,-0.033089076024729366
2019-08-30,VZ,0.052289,-0.009438875021240025,0.061727875021240025,-0.002520045915628169,0.05480904591562817
2019-09-03,VZ,0.052289,-0.009438875021240025,0.061727875021240025,-0.002520045915628169,0.05480904591562817
2019-09-04,VZ,0.052289,-0.009438875021240025,0.061727875021240025,-0.002520045915628169,0.05480904591562817
2019-09-05,VZ,0.052289,-0.009438875021240025,0.061727875021240025,-0.002520045915628169,0.05480904591562817
2019-09-06,VZ,0.052289,-0.009438875021240025,0.061727875021240025,-0.002520045915628169,0.05480904591562817
2019-09-09,VZ,0.052289,-0.009438875021240025,0.061727875021240025,-0.002520045915628169,0.05480904591562817
2019-09-10,VZ,0.052289,-0.009438875021240025,0.061727875021240025,-0.002520045915628169,0.05480904591562817
2019-09-11,VZ,0.052289,-0.009438875021240025,0.061727875021240025,-0.002520045915628169,0.05480904591562817
2019-09-12,VZ,0.052289,-0.009438875021240025,0.061727875021240025,-0.002520045915628169,0.05480904591562817
2019-09-13,VZ,0.052289,-0.009438875021240025,0.061727875021240025,-0.002520045915628169,0.05480904591562817
2019-09-16,VZ,0.052289,-0.009438875021240025,0.061727875021240025,-0.002520045915628169,0.05480904591562817
2019-09-17,VZ,0.052289,-0.009438875021240025,0.061727875021240025,-0.002520045915628169,0.05480904591562817
2019-09-18,VZ,0.052289,-0.009438875021240025,0.061727875021240025,-0.002520045915628169,0.05480904591562817
2019-09-19,VZ,0.052289,-0.009438875021240025,0.061727875021240025,-0.002520045915628169,0.05480904591562817
2019-09-20,VZ,0.052289,-0.009438875021240025,0.061727875021240025,-0.002520045915628169,0.05480904591562817
2019-09-23,VZ,0.052289,-0.009438875021240025,0.061727875021240025,-0.002520045915628169,0.05480904591562817
2019-09-24,VZ,0.052289,-0.009438875021240025,0.061727875021240025,-0.002520045915628169,0.05480904591562817
2019-09-25,VZ,0.052289,-0.009438875021240025,0.061727875021240025,-0.002520045915628169,0.05480904591562817
2019-09-26,VZ,0.052289,-0.009438875021240025,0.061727875021240025,-0.002520045915628169,0.05480904591562817
2019-09-27,VZ,0.052289,-0.009438875021240025,0.061727875021240025,-0.002520045915628169,0.05480904591562817
2019-09-30,VZ,0.037827,0.007440556724300177,0.030386443275699823,0.012843259499048444,0.024983740500951555
2019-10-01,VZ,0.037827,0.007440556724300177,0.030386443275699823,0.012843259499048444,0.024983740500951555
2019-10-02,VZ,0.037827,0.007440556724300177,0.030386443275699823,0.012843259499048444,0.024983740500951555
2019-10-03,VZ,0.037827,0.007440556724300177,0.030386443275699823,0.012843259499048444,0.024983740500951555
2019-10-04,VZ,0.037827,0.007440556724300177,0.030386443275699823,0.012843259499048444,0.024983740500951555
2019-10-07,VZ,0.037827,0.007440556724300177,0.030386443275699823,0.012843259499048444,0.024983740500951555
2019-10-08,VZ,0.037827,0.007440556724300177,0.030386443275699823,0.012843259499048444,0.024983740500951555
2019-10-09,VZ,0.037827,0.007440556724300177,0.030386443275699823,0.012843259499048444,0.024983740500951555
2019-10-10,VZ,0.037827,0.007440556724300177,0.030386443275699823,0.012843259499048444,0.024983740500951555
2019-10-11,VZ,0.037827,0.007440556724300177,0.030386443275699823,0.012843259499048444,0.024983740500951555
2019-10-14,VZ,0.037827,0.007440556724300177,0.030386443275699823,0.012843259499048444,0.024983740500951555
2019-10-15,VZ,0.037827,0.007440556724300177,0.030386443275699823,0.012843259499048444,0.024983740500951555
2019-10-16,VZ,0.037827,0.007440556724300177,0.030386443275699823,0.012843259499048444,0.024983740500951555
2019-10-17,VZ,0.037827,0.007440556724300177,0.030386443275699823,0.012843259499048444,0.024983740500951555
2019-10-18,VZ,0.037827,0.007440556724300177,0.030386443275699823,0.012843259499048444,0.024983740500951555
2019-10-21,VZ,0.037827,0.007440556724300177,0.030386443275699823,0.012843259499048444,0.024983740500951555
2019-10-22,VZ,0.037827,0.007440556724300177,0.030386443275699823,0.012843259499048444,0.024983740500951555
2019-10-23,VZ,0.037827,0.007440556724300177,0.030386443275699823,0.012843259499048444,0.024983740500951555
2019-10-24,VZ,0.037827,0.007440556724300177,0.030386443275699823,0.012843259499048444,0.024983740500951555
2019-10-25,VZ,0.037827,0.007440556724300177,0.030386443275699823,0.012843259499048444,0.024983740500951555
2019-10-28,VZ,0.037827,0.007440556724300177,0.030386443275699823,0.012843259499048444,0.024983740500951555
2019-10-29,VZ,0.037827,0.007440556724300177,0.030386443275699823,0.012843259499048444,0.024983740500951555
2019-10-30,VZ,0.037827,0.007440556724300177,0.030386443275699823,0.012843259499048444,0.024983740500951555
2019-10-31,VZ,0.012011,0.008936743020011758,0.0030742569799882425,0.014205056943701404,-0.0021940569437014033
2019-11-01,VZ,0.012011,0.008936743020011758,0.0030742569799882425,0.014205056943701404,-0.0021940569437014033
2019-11-04,VZ,0.012011,0.008936743020011758,0.0030742569799882425,0.014205056943701404,-0.0021940569437014033
2019-11-05,VZ,0.012011,0.008936743020011758,0.0030742569799882425,0.014205056943701404,-0.0021940569437014033
2019-11-06,VZ,0.012011,0.008936743020011758,0.0030742569799882425,0.014205056943701404,-0.0021940569437014033
2019-11-07,VZ,0.012011,0.008936743020011758,0.0030742569799882425,0.014205056943701404,-0.0021940569437014033
2019-11-08,VZ,0.012011,0.008936743020011758,0.0030742569799882425,0.014205056943701404,-0.0021940569437014033
2019-11-11,VZ,0.012011,0.008936743020011758,0.0030742569799882425,0.014205056943701404,-0.0021940569437014033
2019-11-12,VZ,0.012011,0.008936743020011758,0.0030742569799882425,0.014205056943701404,-0.0021940569437014033
2019-11-13,VZ,0.012011,0.008936743020011758,0.0030742569799882425,0.014205056943701404,-0.0021940569437014033
2019-11-14,VZ,0.012011,0.008936743020011758,0.0030742569799882425,0.014205056943701404,-0.0021940569437014033
2019-11-15,VZ,0.012011,0.008936743020011758,0.0030742569799882425,0.014205056943701404,-0.0021940569437014033
2019-11-18,VZ,0.012011,0.008936743020011758,0.0030742569799882425,0.014205056943701404,-0.0021940569437014033
2019-11-19,VZ,0.012011,0.008936743020011758,0.0030742569799882425,0.014205056943701404,-0.0021940569437014033
2019-11-20,VZ,0.012011,0.008936743020011758,0.0030742569799882425,0.014205056943701404,-0.0021940569437014033
2019-11-21,VZ,0.012011,0.008936743020011758,0.0030742569799882425,0.014205056943701404,-0.0021940569437014033
2019-11-22,VZ,0.012011,0.008936743020011758,0.0030742569799882425,0.014205056943701404,-0.0021940569437014033
2019-11-25,VZ,0.012011,0.008936743020011758,0.0030742569799882425,0.014205056943701404,-0.0021940569437014033
2019-11-26,VZ,0.012011,0.008936743020011758,0.0030742569799882425,0.014205056943701404,-0.0021940569437014033
2019-11-27,VZ,0.012011,0.008936743020011758,0.0030742569799882425,0.014205056943701404,-0.0021940569437014033
2019-11-29,VZ,-0.003804,0.016242253152484374,-0.020046253152484372,0.020854379330093112,-0.024658379330093114
2019-12-02,VZ,-0.003804,0.016242253152484374,-0.020046253152484372,0.020854379330093112,-0.024658379330093114
2019-12-03,VZ,-0.003804,0.016242253152484374,-0.020046253152484372,0.020854379330093112,-0.024658379330093114
2019-12-04,VZ,-0.003804,0.016242253152484374,-0.020046253152484372,0.020854379330093112,-0.024658379330093114
2019-12-05,VZ,-0.003804,0.016242253152484374,-0.020046253152484372,0.020854379330093112,-0.024658379330093114
2019-12-06,VZ,-0.003804,0.016242253152484374,-0.020046253152484372,0.020854379330093112,-0.024658379330093114
2019-12-09,VZ,-0.003804,0.016242253152484374,-0.020046253152484372,0.020854379330093112,-0.024658379330093114
2019-12-10,VZ,-0.003804,0.016242253152484374,-0.020046253152484372,0.020854379330093112,-0.024658379330093114
2019-12-11,VZ,-0.003804,0.016242253152484374,-0.020046253152484372,0.020854379330093112,-0.024658379330093114
2019-12-12,VZ,-0.003804,0.016242253152484374,-0.020046253152484372,0.020854379330093112,-0.024658379330093114
2019-12-13,VZ,-0.003804,0.016242253152484374,-0.020046253152484372,0.020854379330093112,-0.024658379330093114
2019-12-16,VZ,-0.003804,0.016242253152484374,-0.020046253152484372,0.020854379330093112,-0.024658379330093114
2019-12-17,VZ,-0.003804,0.016242253152484374,-0.020046253152484372,0.020854379330093112,-0.024658379330093114
2019-12-18,VZ,-0.003804,0.016242253152484374,-0.020046253152484372,0.020854379330093112,-0.024658379330093114
2019-12-19,VZ,-0.003804,0.016242253152484374,-0.020046253152484372,0.020854379330093112,-0.024658379330093114
2019-12-20,VZ,-0.003804,0.016242253152484374,-0.020046253152484372,0.020854379330093112,-0.024658379330093114
2019-12-23,VZ,-0.003804,0.016242253152484374,-0.020046253152484372,0.020854379330093112,-0.024658379330093114
2019-12-24,VZ,-0.003804,0.016242253152484374,-0.020046253152484372,0.020854379330093112,-0.024658379330093114
2019-12-26,VZ,-0.003804,0.016242253152484374,-0.020046253152484372,0.020854379330093112,-0.024658379330093114
2019-12-27,VZ,-0.003804,0.016242253152484374,-0.020046253152484372,0.020854379330093112,-0.024658379330093114
2019-12-30,VZ,-0.003804,0.016242253152484374,-0.020046253152484372,0.020854379330093112,-0.024658379330093114
2019-12-31,VZ,0.019256,0.013221107747682141,0.006034892252317858,0.018104596028390024,0.0011514039716099753
2019-01-02,MCD,-0.058034,-0.03996182177554828,-0.018072178224451722,-0.02611868207926077,-0.03191531792073923
2019-01-03,MCD,-0.058034,-0.03996182177554828,-0.018072178224451722,-0.02611868207926077,-0.03191531792073923
2019-01-04,MCD,-0.058034,-0.03996182177554828,-0.018072178224451722,-0.02611868207926077,-0.03191531792073923
2019-01-07,MCD,-0.058034,-0.03996182177554828,-0.018072178224451722,-0.02611868207926077,-0.03191531792073923
